Icd;lab_pat;DescrIntervento;CodInterv;Filler
74334;CATARATTA CONGENITA TOTALE E SUBTOTALE;FACOEMULSIFICAZIONE ED ASPIRAZIONE DI CATARATTA;1341;
74334;CATARATTA CONGENITA TOTALE E SUBTOTALE;INCISIONE DELLA CORNEA;111;
74334;CATARATTA CONGENITA TOTALE E SUBTOTALE;INSERZIONE DI CRISTALLINO ARTIFICIALE INTRAOCULARE AL MOMENTO DELLA ESTRAZIONE DI CATARATTA, ESEGUITI IN CONTEMPORANEA;1371;
74334;CATARATTA CONGENITA TOTALE E SUBTOTALE;LISI DI ALTRE SINECHIE ANTERIORI;1232;
74334;CATARATTA CONGENITA TOTALE E SUBTOTALE;OFTALMOSCOPIA;1621;
74334;CATARATTA CONGENITA TOTALE E SUBTOTALE;TRABECULOTOMIA AB EXTERNO;1254;
74334;CATARATTA CONGENITA TOTALE E SUBTOTALE;TRATTAMENTO DIATERMICO DI LESIONE CORIORETINICA;1421;
74334;CATARATTA CONGENITA TOTALE E SUBTOTALE;VITRECTOMIA MECCANICA PER VIA ANTERIORE;1473;
74334;CATARATTA CONGENITA TOTALE E SUBTOTALE;VITRECTOMIA PER VIA ANTERIORE (LIMBARE);1471;
74335;AFACHIA CONGENITA;FACOEMULSIFICAZIONE ED ASPIRAZIONE DI CATARATTA;1341;
74339;ALTRA CATARATTA CONGENITA O ANOMALIA DEL CRISTALLINO;ALTRA PROCEDURA DIAGNOSTICA SULLA CORNEA;1129;
74339;ALTRA CATARATTA CONGENITA O ANOMALIA DEL CRISTALLINO;ALTRE PROCEDURE DIAGNOSTICHE SULLA RETINA, SULLA COROIDE, SUL CORPO VITREO E SULLA CAMERA POSTERIORE;1419;
74339;ALTRA CATARATTA CONGENITA O ANOMALIA DEL CRISTALLINO;ESTRAZIONE EXTRACAPSULARE DELLA CATARATTA CON TECNICA DI ESTRAZIONE LINEARE;132;
74339;ALTRA CATARATTA CONGENITA O ANOMALIA DEL CRISTALLINO;FACOEMULSIFICAZIONE ED ASPIRAZIONE DI CATARATTA;1341;
74339;ALTRA CATARATTA CONGENITA O ANOMALIA DEL CRISTALLINO;TRABECULOTOMIA AB EXTERNO;1254;
74341;ANOMALIE DELLA DIMENSIONE E DELLA FORMA DELLA CORNEA;ALTRA PROCEDURA DIAGNOSTICA SULLA CORNEA;1129;
74341;ANOMALIE DELLA DIMENSIONE E DELLA FORMA DELLA CORNEA;ALTRA PROCEDURA DIAGNOSTICA SULL'IRIDE, SUL CORPO CILIARE, SULLA SCLERA E SULLA CAMERA ANTERIORE;1229;
74341;ANOMALIE DELLA DIMENSIONE E DELLA FORMA DELLA CORNEA;ALTRI INTERVENTI SULLA CORNEA;1199;
74341;ANOMALIE DELLA DIMENSIONE E DELLA FORMA DELLA CORNEA;FACOEMULSIFICAZIONE ED ASPIRAZIONE DI CATARATTA;1341;
74341;ANOMALIE DELLA DIMENSIONE E DELLA FORMA DELLA CORNEA;RIMOZIONE DI PROTESI OCULARE;1671;
74343;ALTRE OPACITA CORNEALI, CONGENITE;ALTRA PROCEDURA DIAGNOSTICA SULL'IRIDE, SUL CORPO CILIARE, SULLA SCLERA E SULLA CAMERA ANTERIORE;1229;
74343;ALTRE OPACITA CORNEALI, CONGENITE;ALTRE PROCEDURE DIAGNOSTICHE SULL'ORBITA E SUL BULBO OCULARE;1629;
74343;ALTRE OPACITA CORNEALI, CONGENITE;FACOEMULSIFICAZIONE ED ASPIRAZIONE DI CATARATTA;1341;
74345;ANIRIDIA;FACOEMULSIFICAZIONE ED ASPIRAZIONE DI CATARATTA;1341;
74345;ANIRIDIA;INSERZIONE DI CRISTALLINO ARTIFICIALE INTRAOCULARE AL MOMENTO DELLA ESTRAZIONE DI CATARATTA, ESEGUITI IN CONTEMPORANEA;1371;
74345;ANIRIDIA;TRABECULECTOMIA AB EXTERNO;1264;
74345;ANIRIDIA;TRABECULOTOMIA AB EXTERNO;1254;
74349;ALTRO COLOBOMA O ALTRE ANOMALIE DELLA SEGMENTO ANTERIORE;ASPORTAZIONE O DEMOLIZIONE DI LESIONE DELL'IRIDE E DEL CORPO CILIARE;124;
74349;ALTRO COLOBOMA O ALTRE ANOMALIE DELLA SEGMENTO ANTERIORE;GONIOTOMIA CON GONIOPUNTURA;1253;
74349;ALTRO COLOBOMA O ALTRE ANOMALIE DELLA SEGMENTO ANTERIORE;MASTOIDECTOMIA;204;
74349;ALTRO COLOBOMA O ALTRE ANOMALIE DELLA SEGMENTO ANTERIORE;PARACENTESI DELLA CAMERA ANTERIORE;1291;
74349;ALTRO COLOBOMA O ALTRE ANOMALIE DELLA SEGMENTO ANTERIORE;PROCEDURE DIAGNOSTICHE SULLA CUTE E SUL TESSUTO SOTTOCUTANEO;861;
74351;ANOMALIE DEL CORPO VITREO;ALTRA ESTRAZIONE INTRACAPSULARE DEL CRISTALLINO;1319;
74351;ANOMALIE DEL CORPO VITREO;ALTRA IRIDECTOMIA;1214;
74351;ANOMALIE DEL CORPO VITREO;ALTRA RIMOZIONE DEL CORPO VITREO;1472;
74351;ANOMALIE DEL CORPO VITREO;CAPSULOTOMIA CHIRURGICA DOPO ESTRAZIONE DI CATARATTA;1366;
74351;ANOMALIE DEL CORPO VITREO;FACOEMULSIFICAZIONE ED ASPIRAZIONE DI CATARATTA;1341;
74351;ANOMALIE DEL CORPO VITREO;OFTALMOSCOPIA;1621;
74351;ANOMALIE DEL CORPO VITREO;TRATTAMENTO DIATERMICO DI LESIONE CORIORETINICA;1421;
74351;ANOMALIE DEL CORPO VITREO;VITRECTOMIA PER VIA ANTERIORE (LIMBARE);1471;
74352;COLOBOMA DEL FONDO;OFTALMOSCOPIA;1621;
74353;DEGENERAZIONE CORIORETINICA, CONGENITA;ALTRE PROCEDURE DIAGNOSTICHE SULLA RETINA, SULLA COROIDE, SUL CORPO VITREO E SULLA CAMERA POSTERIORE;1419;
74353;DEGENERAZIONE CORIORETINICA, CONGENITA;OFTALMOSCOPIA;1621;
74356;ALTRE ALTERAZIONI CONGENITE DELLA RETINA;OFTALMOSCOPIA;1621;
74356;ALTRE ALTERAZIONI CONGENITE DELLA RETINA;REVISIONE E REINSERZIONE DI IMPIANTO OCULARE;1662;
74357;ANOMALIE SPECIFICATE DEL DISCO OTTICO;TRABECULOTOMIA AB EXTERNO;1254;
74358;ANOMALIE VASCOLARI;ALTRA VITRECTOMIA MECCANICA;1474;
74358;ANOMALIE VASCOLARI;ALTRI INTERVENTI SUL CORPO VITREO;1479;
74358;ANOMALIE VASCOLARI;ALTRI INTERVENTI SUL CRISTALLINO;139;
74358;ANOMALIE VASCOLARI;ALTRI INTERVENTI SULLA RETINA, SULLA COROIDE E SULLA CAMERA POSTERIORE;149;
74358;ANOMALIE VASCOLARI;DACOFRAMMENTAZIONE MECCANICA ED ASPIRAZIONE DELLA CATARATTA;1343;
74358;ANOMALIE VASCOLARI;INSERZIONE DI CRISTALLINO ARTIFICIALE INTRAOCULARE AL MOMENTO DELLA ESTRAZIONE DI CATARATTA, ESEGUITI IN CONTEMPORANEA;1371;
74362;DEFORMITA CONGENITE DELLE PALPEBRE;CORREZIONE DI BLEFAROPTOSI CON ALTRE TECNICHE;0836;
74369;ALTRE ANOMALIE CONGENITE DELLE PALPEBRE, DEL SISTEMA LACRIMALE E DELL'ORBITA;LISI DI ADERENZE DELLA CONGIUNTIVA E DELLA PALPEBRA;105;
7441;PADIGLIONI AURICOLARI  ACCESSORI;ALTRO INNESTO DI CUTE SU ALTRE SEDI;8669;
7441;PADIGLIONI AURICOLARI  ACCESSORI;Chiusura di cute e tessuto sottocutaneo di altre sedi;8659;
7441;PADIGLIONI AURICOLARI  ACCESSORI;LEGATURA DI APPENDICE DERMICA;8626;
7441;PADIGLIONI AURICOLARI  ACCESSORI;RIPARAZIONE DI DIFETTI DEL VISO;8681;
7443;ANOMALIE NON SPECIFICATE DELL'ORECCHIO;ASPORTAZIONE O DEMOLIZIONE DI ALTRA LESIONE DELL'ORECCHIO ESTERNO;1829;
7443;ANOMALIE NON SPECIFICATE DELL'ORECCHIO;RIMOZIONE DI TUBO TIMPANOSTOMICO;201;
74441;CISTI O FISTOLA BRANCHIALE;ALTRA ASPORTAZIONE O DEMOLIZIONE LOCALE DI LESIONE O TESSUTO CUTANEO E SOTTOCUTANEO;863;
74447;CISTI PREAURICOLARE;ASPORTAZIONE DEL SENO PREAURICOLARE;1821;
74447;CISTI PREAURICOLARE;ASPORTAZIONE RADICALE DI LESIONE DELLA CUTE;864;
7449;ANOMALIE NON SPECIFICATE DELLA FACCIA E DEL COLLO;ALTRA TRACHEOSTOMIA PERMANENTE;3129;S
7449;ANOMALIE NON SPECIFICATE DELLA FACCIA E DEL COLLO;ALTRI INTERVENTI SUL FARINGE;2999;S
7449;ANOMALIE NON SPECIFICATE DELLA FACCIA E DEL COLLO;INTERVENTO DI PLASTICA SUL FARINGE;294;S
7449;ANOMALIE NON SPECIFICATE DELLA FACCIA E DEL COLLO;RIPARAZIONE DI SCHISI DEL LABBRO;2754;
7450;TRONCO COMUNE;ALTRA OCCLUSIONE CHIRURGICA DI ALTRI VASI TORACICI;3885;
7450;TRONCO COMUNE;ALTRA RIPARAZIONE DI VASI;3959;
7450;TRONCO COMUNE;ANGIOPLASTICA O ATERECTOMIA DI VASO NON CORONARICO;3950;
7450;TRONCO COMUNE;CIRCOLAZIONE EXTRACORPOREA AUSILIARIA PER CHIRURGIA A CUORE APERTO;3961;
7450;TRONCO COMUNE;CORREZIONE TOTALE DEL TRONCO ARTERIOSO;3583;
7450;TRONCO COMUNE;CORREZIONE TOTALE DI TETRALOGIA DI FALLOT;3581;
7450;TRONCO COMUNE;CORREZIONE TOTALE DI TRASPOSIZIONE DI GRANDE VASO NON CLASSIFICATO ALTROVE;3584;
7450;TRONCO COMUNE;CREAZIONE DI CONDOTTO FRA VENTRICOLO DESTRO E ARTERIA POLMONARE;3592;
7450;TRONCO COMUNE;INTERVENTI SU ALTRE STRUTTURE ADIACENTI ALLE VALVOLE DEL CUORE;3539;
7450;TRONCO COMUNE;RESEZIONE DELL'AORTA CON ANASTOMOSI;3834;
7450;TRONCO COMUNE;RESEZIONE DI ALTRI VASI TORACICI CON ANASTOMOSI;3835;
7450;TRONCO COMUNE;RESEZIONE DI ALTRI VASI TORACICI CON SOSTITUZIONE;3845;
7450;TRONCO COMUNE;RIPARAZIONE CON PROTESI DI DIFETTO DEL SETTO INTERVENTRICOLARE;3553;
7450;TRONCO COMUNE;RIPARAZIONE DI DIFETTO DEL SETTO INTERATRIALE CON PROTESI, TECNICA APERTA;3551;
7450;TRONCO COMUNE;RIPARAZIONE DI DIFETTO DEL SETTO INTERATRIALE CON SUTURA DIRETTA;3552;
7450;TRONCO COMUNE;SOSTITUZIONE DI VALVOLA POLMONARE CON BIOPROTESI;3525;
7450;TRONCO COMUNE;VALVULOPLASTICA A CUORE APERTO DELLA VALVOLA AORTICA SENZA SOSTITUZIONE;3511;
7450;TRONCO COMUNE;VALVULOPLASTICA A CUORE APERTO DELLA VALVOLA TRICUSPIDE SENZA SOSTITUZIONE;3514;
74510;TRASPOSIZIONE COMPLETA DEI GROSSI VASI;ALTRA ANASTOMOSI O BYPASS VASCOLARE INTRATORACICO;3923;
74510;TRASPOSIZIONE COMPLETA DEI GROSSI VASI;ALTRA ASPORTAZIONE DELL'AORTA, ADDOMINALE;3864;
74510;TRASPOSIZIONE COMPLETA DEI GROSSI VASI;ALTRA OCCLUSIONE CHIRURGICA DI ALTRI VASI TORACICI;3885;
74510;TRASPOSIZIONE COMPLETA DEI GROSSI VASI;Altra riparazione endovascolare di aneurisma con graft;3979;
74510;TRASPOSIZIONE COMPLETA DEI GROSSI VASI;ALTRA SOSTITUZIONE DI VALVOLA MITRALE CON PROTESI;3524;
74510;TRASPOSIZIONE COMPLETA DEI GROSSI VASI;ALTRA SOSTITUZIONE DI VALVOLA TRICUSPIDE CON PROTESI;3528;
74510;TRASPOSIZIONE COMPLETA DEI GROSSI VASI;ANASTOMOSI ARTERIA CAVA E POLMONARE;3921;
74510;TRASPOSIZIONE COMPLETA DEI GROSSI VASI;ANASTOMOSI ARTERIOSO SISTEMICO POLMONARE;390;
74510;TRASPOSIZIONE COMPLETA DEI GROSSI VASI;ANGIOPLASTICA O ATERECTOMIA DI VASO NON CORONARICO;3950;
74510;TRASPOSIZIONE COMPLETA DEI GROSSI VASI;BYPASS CARDIOPOLMONARE PERCUTANEO;3966;
74510;TRASPOSIZIONE COMPLETA DEI GROSSI VASI;CARDIOPLEGIA;3963;
74510;TRASPOSIZIONE COMPLETA DEI GROSSI VASI;CARDIOTOMIA;3711;
74510;TRASPOSIZIONE COMPLETA DEI GROSSI VASI;CIRCOLAZIONE EXTRACORPOREA AUSILIARIA PER CHIRURGIA A CUORE APERTO;3961;
74510;TRASPOSIZIONE COMPLETA DEI GROSSI VASI;CORREZIONE TOTALE DEL TRONCO ARTERIOSO;3583;
74510;TRASPOSIZIONE COMPLETA DEI GROSSI VASI;CORREZIONE TOTALE DI COMPLETA ANOMALIA DELLA CONNESSIONE VENOSA POLMONARE;3582;
74510;TRASPOSIZIONE COMPLETA DEI GROSSI VASI;CORREZIONE TOTALE DI TETRALOGIA DI FALLOT;3581;
74510;TRASPOSIZIONE COMPLETA DEI GROSSI VASI;CORREZIONE TOTALE DI TRASPOSIZIONE DI GRANDE VASO NON CLASSIFICATO ALTROVE;3584;
74510;TRASPOSIZIONE COMPLETA DEI GROSSI VASI;CREAZIONE DI CONDOTTO FRA ATRIO E ARTERIA POLMONARE;3594;
74510;TRASPOSIZIONE COMPLETA DEI GROSSI VASI;CREAZIONE DI CONDOTTO FRA IL VENTRICOLO SINISTRO E L'AORTA;3593;
74510;TRASPOSIZIONE COMPLETA DEI GROSSI VASI;CREAZIONE DI CONDOTTO FRA VENTRICOLO DESTRO E ARTERIA POLMONARE;3592;
74510;TRASPOSIZIONE COMPLETA DEI GROSSI VASI;CREAZIONE DI DIFETTO SETTALE NEL CUORE;3542;
74510;TRASPOSIZIONE COMPLETA DEI GROSSI VASI;INFUNDIBULECTOMIA;3534;
74510;TRASPOSIZIONE COMPLETA DEI GROSSI VASI;INSERZIONE DI PACE-MAKER PERMANENTE, INIZIALE O SOSTITUZIONE, TIPO DI STRUMENTO NON SPECIFICATO;3780;
74510;TRASPOSIZIONE COMPLETA DEI GROSSI VASI;INSERZIONE DI STENT SU ARTERIA NON CORONARIA;3990;
74510;TRASPOSIZIONE COMPLETA DEI GROSSI VASI;INSERZIONE INIZIALE DI ELETTRODI TRANSVENOSI NELL'ATRIO E NEL VENTRICOLO;3772;
74510;TRASPOSIZIONE COMPLETA DEI GROSSI VASI;INTERVENTI SU ALTRE STRUTTURE ADIACENTI ALLE VALVOLE DEL CUORE;3539;
74510;TRASPOSIZIONE COMPLETA DEI GROSSI VASI;INTERVENTI SULLE TRABECOLE CARNOSE DEL CUORE;3535;
74510;TRASPOSIZIONE COMPLETA DEI GROSSI VASI;IPOTERMIA (SISTEMICA) INCIDENTALE PER CHIRURGIA A CUORE APERTO;3962;
74510;TRASPOSIZIONE COMPLETA DEI GROSSI VASI;RESEZIONE DELL'AORTA CON ANASTOMOSI;3834;
74510;TRASPOSIZIONE COMPLETA DEI GROSSI VASI;RESEZIONE DI ALTRI VASI TORACICI CON ANASTOMOSI;3835;
74510;TRASPOSIZIONE COMPLETA DEI GROSSI VASI;RESEZIONE DI ALTRI VASI TORACICI CON SOSTITUZIONE;3845;
74510;TRASPOSIZIONE COMPLETA DEI GROSSI VASI;REVISIONE DI PROCEDURE CORRETTIVE DEL CUORE;3595;
74510;TRASPOSIZIONE COMPLETA DEI GROSSI VASI;RIPARAZIONE CON PROTESI DI DIFETTO DEL SETTO INTERVENTRICOLARE;3553;
74510;TRASPOSIZIONE COMPLETA DEI GROSSI VASI;RIPARAZIONE DI DIFETTO DEL SETTO INTERATRIALE CON INNESTO TISSUTALE;3561;
74510;TRASPOSIZIONE COMPLETA DEI GROSSI VASI;RIPARAZIONE DI DIFETTO DEL SETTO INTERATRIALE CON PROTESI, TECNICA APERTA;3551;
74510;TRASPOSIZIONE COMPLETA DEI GROSSI VASI;RIPARAZIONE DI VASO SANGUIGNO CON PATCH AUTOLOGO;3956;
74510;TRASPOSIZIONE COMPLETA DEI GROSSI VASI;RIPARAZIONE DI VASO SANGUIGNO CON PATCH DI TIPO NON SPECIFICATO;3958;
74510;TRASPOSIZIONE COMPLETA DEI GROSSI VASI;TRASPOSIZIONE INTERATRIALE DEL RITORNO VENOSO;3591;
74510;TRASPOSIZIONE COMPLETA DEI GROSSI VASI;VALVULOPLASTICA A CUORE APERTO DELLA VALVOLA MITRALE SENZA SOSTITUZIONE;3512;
74510;TRASPOSIZIONE COMPLETA DEI GROSSI VASI;VALVULOPLASTICA A CUORE APERTO DELLA VALVOLA POLMONARE SENZA SOSTITUZIONE;3513;
74510;TRASPOSIZIONE COMPLETA DEI GROSSI VASI;VALVULOPLASTICA A CUORE APERTO DELLA VALVOLA TRICUSPIDE SENZA SOSTITUZIONE;3514;
74510;TRASPOSIZIONE COMPLETA DEI GROSSI VASI;VALVULOPLASTICA PERCUTANEA;3596;
74511;DOPPIO SBOCCO DEL VENTRICOLO DESTRO;ALLARGAMENTO DI DIFETTO ESISTENTE DEL SETTO ATRIALE;3541;
74511;DOPPIO SBOCCO DEL VENTRICOLO DESTRO;ALTRA ANASTOMOSI O BYPASS VASCOLARE INTRATORACICO;3923;
74511;DOPPIO SBOCCO DEL VENTRICOLO DESTRO;ALTRA ASPORTAZIONE DI ALTRI VASI TORACICI;3865;
74511;DOPPIO SBOCCO DEL VENTRICOLO DESTRO;ALTRA E NON SPECIFICATA RIPARAZIONE DI DIFETTO DEI CUSCINETTI ENDOCARDICI;3573;
74511;DOPPIO SBOCCO DEL VENTRICOLO DESTRO;ALTRA E NON SPECIFICATA RIPARAZIONE DI DIFETTO DEL SETTO INTERATRIALE;3571;
74511;DOPPIO SBOCCO DEL VENTRICOLO DESTRO;ALTRA OCCLUSIONE CHIRURGICA DI ALTRI VASI TORACICI;3885;
74511;DOPPIO SBOCCO DEL VENTRICOLO DESTRO;ALTRI INTERVENTI SUI VASI DEL CUORE;3699;
74511;DOPPIO SBOCCO DEL VENTRICOLO DESTRO;ANASTOMOSI ARTERIA CAVA E POLMONARE;3921;
74511;DOPPIO SBOCCO DEL VENTRICOLO DESTRO;ANGIOPLASTICA O ATERECTOMIA DI VASO NON CORONARICO;3950;
74511;DOPPIO SBOCCO DEL VENTRICOLO DESTRO;CARDIOPLEGIA;3963;
74511;DOPPIO SBOCCO DEL VENTRICOLO DESTRO;CARDIOTOMIA;3711;
74511;DOPPIO SBOCCO DEL VENTRICOLO DESTRO;CIRCOLAZIONE EXTRACORPOREA AUSILIARIA PER CHIRURGIA A CUORE APERTO;3961;
74511;DOPPIO SBOCCO DEL VENTRICOLO DESTRO;CORREZIONE TOTALE DI TRASPOSIZIONE DI GRANDE VASO NON CLASSIFICATO ALTROVE;3584;
74511;DOPPIO SBOCCO DEL VENTRICOLO DESTRO;CREAZIONE DI CONDOTTO FRA IL VENTRICOLO SINISTRO E L'AORTA;3593;
74511;DOPPIO SBOCCO DEL VENTRICOLO DESTRO;CREAZIONE DI CONDOTTO FRA VENTRICOLO DESTRO E ARTERIA POLMONARE;3592;
74511;DOPPIO SBOCCO DEL VENTRICOLO DESTRO;CREAZIONE DI DIFETTO SETTALE NEL CUORE;3542;
74511;DOPPIO SBOCCO DEL VENTRICOLO DESTRO;INFUNDIBULECTOMIA;3534;
74511;DOPPIO SBOCCO DEL VENTRICOLO DESTRO;INSERZIONE DI UNO STENT VASCOLARE;0045;
74511;DOPPIO SBOCCO DEL VENTRICOLO DESTRO;INTERVENTI SU ALTRE STRUTTURE ADIACENTI ALLE VALVOLE DEL CUORE;3539;
74511;DOPPIO SBOCCO DEL VENTRICOLO DESTRO;INTERVENTI SULLE TRABECOLE CARNOSE DEL CUORE;3535;
74511;DOPPIO SBOCCO DEL VENTRICOLO DESTRO;IPOTERMIA (SISTEMICA) INCIDENTALE PER CHIRURGIA A CUORE APERTO;3962;
74511;DOPPIO SBOCCO DEL VENTRICOLO DESTRO;RESEZIONE DELL'AORTA CON ANASTOMOSI;3834;
74511;DOPPIO SBOCCO DEL VENTRICOLO DESTRO;RESEZIONE DI ALTRI VASI TORACICI CON ANASTOMOSI;3835;
74511;DOPPIO SBOCCO DEL VENTRICOLO DESTRO;RIPARAZIONE CON PROTESI DI DIFETTO DEL SETTO INTERVENTRICOLARE;3553;
74511;DOPPIO SBOCCO DEL VENTRICOLO DESTRO;RIPARAZIONE DI DIFETTO DEI CUSCINETTI ENDOCARDICI CON INNESTO TISSUTALE;3563;
74511;DOPPIO SBOCCO DEL VENTRICOLO DESTRO;RIPARAZIONE DI DIFETTO DEL SETTO INTERATRIALE CON SUTURA DIRETTA;3552;
74511;DOPPIO SBOCCO DEL VENTRICOLO DESTRO;RIPARAZIONE DI DIFETTO DEL SETTO INTERVENTRICOLARE CON INNESTO TISSUTALE;3562;
74511;DOPPIO SBOCCO DEL VENTRICOLO DESTRO;TRASPOSIZIONE INTERATRIALE DEL RITORNO VENOSO;3591;
74511;DOPPIO SBOCCO DEL VENTRICOLO DESTRO;VALVULOPLASTICA A CUORE APERTO DELLA VALVOLA POLMONARE SENZA SOSTITUZIONE;3513;
74511;DOPPIO SBOCCO DEL VENTRICOLO DESTRO;VALVULOPLASTICA A CUORE APERTO DELLA VALVOLA TRICUSPIDE SENZA SOSTITUZIONE;3514;
74511;DOPPIO SBOCCO DEL VENTRICOLO DESTRO;VALVULOPLASTICA PERCUTANEA;3596;
74512;TRASPOSIZIONE CORRETTA DEI GROSSI VASI;ALLARGAMENTO DI DIFETTO ESISTENTE DEL SETTO ATRIALE;3541;
74512;TRASPOSIZIONE CORRETTA DEI GROSSI VASI;ALTRA ASPORTAZIONE DI ALTRI VASI TORACICI;3865;
74512;TRASPOSIZIONE CORRETTA DEI GROSSI VASI;ALTRA OCCLUSIONE CHIRURGICA DI ALTRI VASI TORACICI;3885;
74512;TRASPOSIZIONE CORRETTA DEI GROSSI VASI;ANASTOMOSI ARTERIA CAVA E POLMONARE;3921;
74512;TRASPOSIZIONE CORRETTA DEI GROSSI VASI;ANASTOMOSI ARTERIOSO SISTEMICO POLMONARE;390;
74512;TRASPOSIZIONE CORRETTA DEI GROSSI VASI;CARDIOPLEGIA;3963;
74512;TRASPOSIZIONE CORRETTA DEI GROSSI VASI;CARDIOTOMIA;3711;
74512;TRASPOSIZIONE CORRETTA DEI GROSSI VASI;CIRCOLAZIONE EXTRACORPOREA AUSILIARIA PER CHIRURGIA A CUORE APERTO;3961;
74512;TRASPOSIZIONE CORRETTA DEI GROSSI VASI;CREAZIONE DI DIFETTO SETTALE NEL CUORE;3542;
74512;TRASPOSIZIONE CORRETTA DEI GROSSI VASI;INSERZIONE DI STENT SU ARTERIA NON CORONARIA;3990;
74512;TRASPOSIZIONE CORRETTA DEI GROSSI VASI;RESEZIONE DI ALTRI VASI TORACICI CON ANASTOMOSI;3835;
74512;TRASPOSIZIONE CORRETTA DEI GROSSI VASI;VALVULOPLASTICA A CUORE APERTO DELLA VALVOLA TRICUSPIDE SENZA SOSTITUZIONE;3514;
74512;TRASPOSIZIONE CORRETTA DEI GROSSI VASI;VALVULOPLASTICA PERCUTANEA;3596;
7452;TETRALOGIA DI FALLOT;ALTRA OCCLUSIONE CHIRURGICA DI ALTRI VASI TORACICI;3885;
7452;TETRALOGIA DI FALLOT;ALTRA REVISIONE DI INTERVENTI VASCOLARI;3949;
7452;TETRALOGIA DI FALLOT;ALTRA SOSTITUZIONE DI VALVOLA POLMONARE CON PROTESI;3526;
7452;TETRALOGIA DI FALLOT;ANASTOMOSI ARTERIOSO SISTEMICO POLMONARE;390;
7452;TETRALOGIA DI FALLOT;ANGIOPLASTICA O ATERECTOMIA DI VASO NON CORONARICO;3950;
7452;TETRALOGIA DI FALLOT;BYPASS CARDIOPOLMONARE PERCUTANEO;3966;
7452;TETRALOGIA DI FALLOT;CARDIOPLEGIA;3963;
7452;TETRALOGIA DI FALLOT;CARDIOTOMIA;3711;
7452;TETRALOGIA DI FALLOT;CIRCOLAZIONE EXTRACORPOREA AUSILIARIA PER CHIRURGIA A CUORE APERTO;3961;
7452;TETRALOGIA DI FALLOT;CORREZIONE TOTALE DI TETRALOGIA DI FALLOT;3581;
7452;TETRALOGIA DI FALLOT;CREAZIONE DI CONDOTTO FRA VENTRICOLO DESTRO E ARTERIA POLMONARE;3592;
7452;TETRALOGIA DI FALLOT;IMPIANTO DI PACE-MAKER INTRAOPERATORIO;3964;
7452;TETRALOGIA DI FALLOT;INCISIONE CARDIACA SAI;3710;
7452;TETRALOGIA DI FALLOT;INFUNDIBULECTOMIA;3534;
7452;TETRALOGIA DI FALLOT;INTERVENTI SU ALTRE STRUTTURE ADIACENTI ALLE VALVOLE DEL CUORE;3539;
7452;TETRALOGIA DI FALLOT;INTERVENTI SULLE TRABECOLE CARNOSE DEL CUORE;3535;
7452;TETRALOGIA DI FALLOT;IPOTERMIA (SISTEMICA) INCIDENTALE PER CHIRURGIA A CUORE APERTO;3962;
7452;TETRALOGIA DI FALLOT;PERICARDIOTOMIA;3712;
7452;TETRALOGIA DI FALLOT;RESEZIONE DI ALTRI VASI TORACICI CON ANASTOMOSI;3835;
7452;TETRALOGIA DI FALLOT;REVISIONE DI PROCEDURE CORRETTIVE DEL CUORE;3595;
7452;TETRALOGIA DI FALLOT;RIPARAZIONE CON PROTESI DI DIFETTO DEI CUSCINETTI ENDOCARDICI;3554;
7452;TETRALOGIA DI FALLOT;RIPARAZIONE CON PROTESI DI DIFETTO DEL SETTO INTERVENTRICOLARE;3553;
7452;TETRALOGIA DI FALLOT;RIPARAZIONE DI DIFETTO DEL SETTO INTERATRIALE CON PROTESI, TECNICA APERTA;3551;
7452;TETRALOGIA DI FALLOT;RIPARAZIONE DI DIFETTO DEL SETTO INTERATRIALE CON SUTURA DIRETTA;3552;
7452;TETRALOGIA DI FALLOT;SOSTITUZIONE DI VALVOLA POLMONARE CON BIOPROTESI;3525;
7452;TETRALOGIA DI FALLOT;VALVULOPLASTICA A CUORE APERTO DELLA VALVOLA MITRALE SENZA SOSTITUZIONE;3512;
7452;TETRALOGIA DI FALLOT;VALVULOPLASTICA A CUORE APERTO DELLA VALVOLA POLMONARE SENZA SOSTITUZIONE;3513;
7452;TETRALOGIA DI FALLOT;VALVULOPLASTICA A CUORE APERTO DELLA VALVOLA TRICUSPIDE SENZA SOSTITUZIONE;3514;
7452;TETRALOGIA DI FALLOT;VALVULOPLASTICA PERCUTANEA;3596;
7453;VENTRICOLO UNICO;ALLARGAMENTO DI DIFETTO ESISTENTE DEL SETTO ATRIALE;3541;
7453;VENTRICOLO UNICO;ALTRA ASPORTAZIONE DI ALTRI VASI TORACICI;3865;
7453;VENTRICOLO UNICO;ALTRA OCCLUSIONE CHIRURGICA DI ALTRI VASI TORACICI;3885;
7453;VENTRICOLO UNICO;ANASTOMOSI ARTERIA CAVA E POLMONARE;3921;
7453;VENTRICOLO UNICO;ANASTOMOSI ARTERIOSO SISTEMICO POLMONARE;390;
7453;VENTRICOLO UNICO;ANGIOPLASTICA O ATERECTOMIA DI VASO NON CORONARICO;3950;
7453;VENTRICOLO UNICO;CARDIOPLEGIA;3963;
7453;VENTRICOLO UNICO;CARDIOTOMIA;3711;
7453;VENTRICOLO UNICO;CIRCOLAZIONE EXTRACORPOREA AUSILIARIA PER CHIRURGIA A CUORE APERTO;3961;
7453;VENTRICOLO UNICO;CORREZIONE TOTALE DI COMPLETA ANOMALIA DELLA CONNESSIONE VENOSA POLMONARE;3582;
